title;Dish;Rating;Description;Price
Fashiontv Cafe;Shroomy Trio Pizza;;[12 Inch] Buttom Mushroom, Shitake Mushroom, Oyster Mushroom, Spinach, Caramelized Onion, Oregano, Garlic, Feta Cheese!;₹410
Fashiontv Cafe;Tuscan Sun Pizza;;[12 Inch] Herb Marinated, Shrimps, Fish, Parsley, Onion !;₹465
Fashiontv Cafe;Veg Stagioni;;[12 Inch] Red peppers, corn, onion, capsicum, Black olive, Feta cheese, parsley !;₹410
Fashiontv Cafe;Paper Garlic Sauce Chicken Sizzler;;Grilled Chicken+French Fries+Herbed Tosed Jasmin Rice+Exotic Vegetables+Mayo Dip.;₹510
Fashiontv Cafe;Pepper Garlic Sauce Fish Sizzler;;Grilled Fish+French Fries+Herbed Tosed Jasmin Rice+Exotic Vegetables+Mayo Dip;₹570
Fashiontv Cafe;Peri Peri Chicken Sizzler;;Served with grilled vegetable and rice;₹510
Fashiontv Cafe;Peri Peri Cottage Cheese Sizzler;;Served with grilled vegetable and rice;₹480
Fashiontv Cafe;Peri Peri Fish Sizzler;;Served with grilled vegetable and rice;₹570
Fashiontv Cafe;Shashlik Sizzler;;Grilled Cottage Cheese Skewers+Herbed Tosed Jasmin Rice+Exotic Vegetables+Pepper Garlic Sauce;₹480
Fashiontv Cafe;Broccoli Spinach;;A fresh Broccoli spinach served with soup sticks and garlic bread;₹320
Fashiontv Cafe;Gazpacho Cold Soup;;;₹320
Fashiontv Cafe;Tomato Basil Garlic Soup;;A fresh tomato Basil Garlic Served with soup sticks and garlic bread;₹295
Fashiontv Cafe;Grilled Chicken;;Served with exotic veg and rice with tomato mushroom sauce;₹490
Fashiontv Cafe;Grilled Cottage Cheese;;Served with exotic veg and creamy mushroom sauce;₹470
Fashiontv Cafe;Grilled Soul With;;Served with exotic grilled veg and rice with lemon butter garlic sauce;₹580
Fashiontv Cafe;Affogato;;;₹199
Fashiontv Cafe;Jasmine Rice;;;₹140
Fashiontv Cafe;Lemon Base;;;₹59
Fashiontv Cafe;Mash Potato;;;₹65
Fashiontv Cafe;Butter Chicken;;;₹515
Fashiontv Cafe;Chicken Kala Mirch;;;₹525
Fashiontv Cafe;Chicken Tikka;;Thai boneless chicken marinated in yogurt and spices cooked in tandoor and served with onion side salad and mint sauce.;₹425
Fashiontv Cafe;Dal Fry;;;₹345
Fashiontv Cafe;Dal Makhani;;;₹390
Fashiontv Cafe;Ftv Mix Veg Curry;;;₹375
Fashiontv Cafe;Malai Chicken Tikka;;Tender a juicee murg malai tikka a blend spicy cheese creamy maginated stainless cooked in tandoor served with side salad and homemade mint sauce.;₹445
Fashiontv Cafe;Malai Soya Chap;;;₹490
Fashiontv Cafe;Paneer Butter Masala;;;₹435
Fashiontv Cafe;Paneer Tikka;;Fresh paneer marinated in yogurt and spices cooked in tandoor and served with onion and house made mint sauce.;₹407
Fashiontv Cafe;Soya Chaap Masala;;;₹470
Fashiontv Cafe;Tandoori Chicken Tikka;;Chicken bone marinated in yogurt and spices cooked in tandoor and serves over a red bell pepper and onion and homemade mint sauce.;₹495
Fashiontv Cafe;Tandoori Fish;;Soul fish marinated in fresh herbs and spicy cooked in tandoor and served with mint sauce and onion mixed side salad.;₹505
Fashiontv Cafe;Tandoori Soya Chaap;;A marinated soya chaap in herbs and spicy cooked in tandoor and served with mint sauce and onion and side salad choice of malai and tikka masala.;₹445
Fashiontv Cafe;Tomato Dhaniya Shorba;;Authentic tomato soup creamy texture with mild spices garlic fresh coriander served with crispy bread.;₹270
Fashiontv Cafe;Ghee Rice;;;₹330
Fashiontv Cafe;Jeera Rice;;;₹290
Fashiontv Cafe;Plain Rice;;;₹260
Fashiontv Cafe;Spicy Lemon Rice;;;₹350
Fashiontv Cafe;Butter Naan;;;₹125
Fashiontv Cafe;Butter Roti;;;₹80
Fashiontv Cafe;Cheese Garlic Naan;;;₹185
Fashiontv Cafe;Garlic Naan;;;₹145
Fashiontv Cafe;Laccha Paratha;;;₹120
Fashiontv Cafe;Plain Naan;;;₹110
Fashiontv Cafe;Plain Roti;;;₹60
Chili's Grill & Bar;Shakes & Smoothies;4.06;;₹285
Chili's Grill & Bar;Fresh Fruit Juices;;;₹285
Chili's Grill & Bar;Cold Coffee;4.77;;₹285
Chili's Grill & Bar;Fresh Fruit Smoothie;;;₹310
Chili's Grill & Bar;Lemonade;4.54;;₹175
Chili's Grill & Bar;Mojito;;;₹285
Chili's Grill & Bar;Moji-Tea;;;₹285
Chili's Grill & Bar;Mocktail;4.1;;₹275
Chili's Grill & Bar;Iced Tea;4.9399999999999995;;₹200
Chili's Grill & Bar;Chicken Rasher Jam Burger Lamb Patty;;Crispy chicken rasher onion jam, Cheddar cheese, pickles, lettuce, onion, tomato. Topped with garlic aioli, BBQ sauce and tortilla strips. Contains alcohol.;₹695
Chili's Grill & Bar;Chicken Rasher Jam Burger Chicken Patty;;Crispy chicken rasher onion jam, Cheddar cheese, pickles, lettuce, onion, tomato. Topped with garlic aioli, BBQ sauce and tortilla strips. Contains alcohol.;₹595
Chili's Grill & Bar;Parmesan Crusted Chicken Pasta;;Farfalle pasta with Cajun cream sauce, mushrooms and garlic. Topped with Parmesan crusted crispy chicken, shredded Parmesan and parsley. Served with garlic toast.;₹595
Chili's Grill & Bar;Gooseberry Mango Salad Shrimp;;Tangy gooseberry marmalade, sweet mango slices and cherry tomatoes on a bed of mixed greens. Topped with sugar-coated walnuts, feta cheese and microgreens.;₹595
Chili's Grill & Bar;Gooseberry Mango Salad Chicken;;Tangy gooseberry marmalade, sweet mango slices and cherry tomatoes on a bed of mixed greens. Topped with sugar-coated walnuts, feta cheese and microgreens.;₹510
Chili's Grill & Bar;Gooseberry Mango Salad Veg;;Tangy gooseberry marmalade, sweet mango slices and cherry tomatoes on a bed of mixed greens. Topped with sugar-coated walnuts, feta cheese and microgreens.;₹480
Chili's Grill & Bar;Tostada Chips;;Our signature, extra thin corn tostada chips with our flavorful house-made salsa.;₹395
Chili's Grill & Bar;Texas Spicy Wings;3.63;Chicken wings tossed in Texas spicy chili sauce, served with a swirl of jalapeno aioli, sprinkled with Queso fresco and fresh Cilantro.;₹465
Chili's Grill & Bar;Boneless Wings;;;₹485
Chili's Grill & Bar;Big Mouth Wings;;Tender bone-in wings coated with cajun spice and sprinkled with chopped cilantro, served with santa fe sauce.;₹595
Chili's Grill & Bar;Chicken Wings;3.54;Chicken wings tossed in tangy wing sauce served with cool ranch dressing.;₹435
Chili's Grill & Bar;Mushroom Soup (Veg / Non-veg);4.38;A classic cream soup with mushrooms, celery, carrots, onions and spice.;₹195
Chili's Grill & Bar;Bbq Salad;;Fresh spring mix tossed with your choice of protein, mixed cheese, house-made pico de gallo, corn relish, cilantro, crispy tortilla strips and BBQ sauce. Served with ranch dressing.;₹495
Chili's Grill & Bar;Santa Fe Salad (Veg / Non-veg);4.64;Fresh spring mix tossed in our special ranch dressing with your choice of protien tortilla strips, pico de gallo, corn relish and cilantro. Drizzled with Chilis santa fe sauce.;₹450
Chili's Grill & Bar;Caribbean Salad (Veg / Non-veg);4.18;A spring mix tossed in our special orange cumin vinaigrette topped with your choice of protein, pineapple,mandarin oranges, dried cranberries,red bell peppers, pico & walnuts.;₹450
Chili's Grill & Bar;Oldtimer Veg Burger;;Your choice of patty, topped pickles, lettuce, tomato, red onion, cheddar cheese and mustard.;₹290
Chili's Grill & Bar;Southern Smokehouse Veg Burger;4.18;Your choice of patty with, cheddar cheese, pickles, panko spiced onion rings, lettuce, tomato, and mayonnaise. Served with a side of BBQ sauce.;₹325
Chili's Grill & Bar;Southern Smokehouse Non-veg Burger;4.42;Your choice of patty with crispy chicken rashers, melted cheddar cheese, house-made garlic dill pickles, spiced panko onion rings, fresh leaf lettuce, tomato & chipotle aioli, served with a side of Chili's classic BBQ sauce.;₹410
Chili's Grill & Bar;Boss Burger;4.46;The burger all other burgers report to. Hand seasoned patty topped with, smoked chicken sausage, crispy chicken rashers,  pulled chicken, cheddar cheese, lettuce, tomato, house BBQ & house-made ranch. We.Dare.You.;₹520
Chili's Grill & Bar;Ultimate Burger;4.24;The king of all burger hand seasoned patty, topped with crispy chicken rashers, cheddar cheese, pickles, lettuce, red onion, tomato, jalapeno aioli & spiced wing sauce.;₹410
Chili's Grill & Bar;Oldtimer Non-veg Burger;4.26;Your choice of patty topped with house-made garlic dill pickles, fresh leaf lettuce, tomato, sliced red onion & mustard.;₹350
Chili's Grill & Bar;Grilled Chicken Burger;4.39;Marinated grilled chicken breast or southwest chicken patty, lettuce, tomato cheddar cheese and honey mustard dressing.;₹350
Chili's Grill & Bar;Rice Bowl (Veg / Non-veg);4.47;House-made corn & black bean salsa on a bed of chipotle rice. Topped with mixed cheese, house-made pico de gallo, fresh field greens, chopped cilantro, crispy tortilla strips & a drizzle of sour cream & chipotle aioli.;₹445
Chili's Grill & Bar;Fajita (Veg / Non-veg);4.01;Our signature sizzling fajitas served with your choice of protein and warm flour tortillas & fresh new toppings: mixed cheese, fresh guacamole, sour cream, house-made pico de gallo & fresh salsa.;₹465
Chili's Grill & Bar;Burritos (Veg / Non-veg);4.35;Flour tortilla stuffed with your choice of protein, chipotle rice, pico de gallo, corn salsa, mixed cheese, guacamole. Drizzled with sour cream, garlic aioli & chipotle aioli. Served with black beans.;₹450
Chili's Grill & Bar;Veg Cheese Quesadilla;;Crispy flour tortillas filled with our spinach 7 mushroom creamy sauce and fajita onions. Served with sour cream, pico de galo, rice and beans.;₹500
Chili's Grill & Bar;Smoked Chicken Quesadilla;4.28;Flour tortillas stuffed with house-smoked chicken, monterey jack cheese, sauted red & green bell peppers, caramelized onions & jalapeno aioli sauce. Served with house salad.;₹590
Chili's Grill & Bar;Parmesan Crusted Cottage Cheese Quesadilla;4.45;Cajun-rubbed cottage cheese with grilled onions, corn salsa and jack cheese in parmesan crusted tortillas. Served with our house salad, sour cream, pico de gallo and chipotle aioli.;₹565
Chili's Grill & Bar;BBQ Quesadillas;;Flour tortillas withyour choice of grilled protein, melted cheese, sautéed onions and BBQ sauce. Served with house-made pico de gallo, sour cream & ranch on the side.;₹525
Chili's Grill & Bar;Non veg Tacos;4.45;Two warm tortillas with crispy chicken rashers, guacamole, sour cream, lettuce, pico, mixed cheese & a drizzle of citrus chili sauce with your choice of protein.;₹495
Chili's Grill & Bar;Veg Tacos;4.37;Soft flour tortillas filled with your choice of protein, tomatoes, cheese, lettuce, honey chipotle sauce and house-made ranch. Served with rice & black beans.;₹495
Chili's Grill & Bar;Parmesan Crusted Chicken;4.31;Hand-breaded crispy chicken breast coated with spiced panko bread crumbs, parmesan cheese and topped with jalapeño cheese sauce, onions and bell peppers. Served with potato wedges and steamed broccoli.;₹555
Chili's Grill & Bar;Honey Chipotle Crisperrs;;;₹530
Chili's Grill & Bar;Chicken Crisper;4.33;Served with honey-mustard.;₹510
Chili's Grill & Bar;Country Fried Chicken Crisper;4.32;Extra crispy chicken with corn on the cob, homestyle fries served with honey mustard.;₹530
Chili's Grill & Bar;Grilled Chicken Platter;4.31;Grilled garlic marinated chicken breast on a bed of signature rice with seasonal veggies.;₹465
Chili's Grill & Bar;Grilled Chicken Leg with Wild Mushroom Sauce;3.99;Grilled chicken leg served in a wild mushroom sauce, roasted veggies and topped with garlic tossed Bok Choy. A burst of exquisite flavors in every bite!;₹565
Chili's Grill & Bar;Grilled Himalayan Trout;4.75;"Grilled Himalayan trout with lemon herb sauce drizzle. Served with aromatic rice and steamed broccoli.
*Fish may contain bone";₹750
Chili's Grill & Bar;Blackened Fish;3.83;Spiced fish fillet cooked to perfection drizzled with our sweet tangy honey-dijon sour cream sauce. Served with lemon aioli, rice and our fresh spinach-tomato mix.;₹595
Chili's Grill & Bar;Jambalaya (Veg / Non-veg);;Chipotle rice tossed with jambalaya sauce, topped with your choice of protein, roasted veggies, cilantro, green onion and a drizzle of santa fe sauce.;₹435
Chili's Grill & Bar;Smoked Pasta (Veg / Non-veg);;Penne pasta tossed in spicy alfredo sauce, baked with jack cheese & bread crumbs. Topped with our homemade succotash, citrus chili sauce & sprinkled with fresh cilantro.;₹470
Chili's Grill & Bar;Roasted Garlic Spaghetti with Chili Oil (Veg / Non-veg);4.04;Dig into a bowl of delicious spaghetti pasta, tossed in chili butter oil emulsion with garlic, chipotle chili, herbs, and parmesan cheese to give your taste buds that extra zing.;₹450
Chili's Grill & Bar;Fettuccine with Porcini Sauce;4.25;Can't beat a good mushroom sauce, right? Especially our creamy porcini sauce which gets its rich and bold flavor from porcini, button, shiitake mushrooms, garlic and parmesan cheese. It clings perfectly to this fettuccine for a delicious meal. Served with garlic bread. Want a serving?;₹495
Chili's Grill & Bar;Cajun Pasta Marinara (Veg / Non-veg);4.07;Penne pasta tossed in marinara sauce & spicy chipotle pesto, topped with parmesan cheese & garlic toast.;₹485
Chili's Grill & Bar;Cajun Pasta Alfredo (Veg / Non-veg);4.34;Penne pasta tossed in alfredo sauce & spicy chipotle pesto, topped with parmesan cheese & garlic toast.;₹485
Chili's Grill & Bar;Southwest Chicken Pizza;;Topped with chili-rubbed grilled chicken, chipotle aioli, cheddar, mozzarella & monterey jack, green & red bell peppers, red onions and house-made picode gallo.;₹635
Chili's Grill & Bar;Pesto Flatbread;3.93;Basil pesto flatbread topped with sun-dried tomatoes, fresh mozzarella cheese and micro greens.;₹315
Chili's Grill & Bar;Five Cheese Pizza;3.83;Topped with cheddar, mozzarella, monterey jack & parmesan cheese. Garnished with diced tomatoes and green onions.;₹510
Chili's Grill & Bar;Margherita Flatbread;4.02;Classic with a definite southwest accent. Topped with monterey jack, mozzarella and fresh tomatoes with a drizzle of cilantro crema.;₹305
Chili's Grill & Bar;Chipotle Chicken Flatbread;3.79;;₹350
Chili's Grill & Bar;Cheesecake;;A perfectly indulgent, classic New-York style baked cheesecake with strawberry drizzle. Served without ice cream.;₹330
Chili's Grill & Bar;Brownie;;Warm, rich chocolate brownie. Served without ice cream.;₹345
Chili's Grill & Bar;Paradise Pie;;Chewy bar of chocolate chips and walnuts. Served without ice cream.;₹360
Chili's Grill & Bar;Molten Chocolate Cake;4.16;Chocolate cake with a molten chocolate center. Served without ice cream.;₹385
Chili's Grill & Bar;Seasonal Veggies;;;₹120
Chili's Grill & Bar;Cob;4.5;;₹115
Chili's Grill & Bar;Fries;4.15;;₹175
Chili's Grill & Bar;Garlic Basket;;;₹175
Tanatan;Subz Potli Biryani;4.13;Served with raita.;₹627
Tanatan;Mangal Pandey ki Pasand;;Asli pindi chole served with aloo kulcha.;₹627
Tanatan;Lasooni Palak Paneer with Lachha Paratha;;For the paneer lovers.;₹627
Tanatan;Veg Stew with Appam;;Gravy of slow cooked veggies served with appam.;₹627
Tanatan;Dal Khichdi with Schezwan;;Lentils and rice cooked together and tempered with Indian tadka served with Asian chutney.;₹627
Tanatan;Neer Dosa with Mushroom and Green Peas Gassi;;Popular curry from Mangalore made using ground spices and coconut served with neer dosa.;₹627
Tanatan;Veg Dilli ki Galiyon Se;;Humara paneer makhani, dal bukhara, lachha paratha.;₹627
Tanatan;Paneer Khatta Pyaaz with Lachha Paratha;;Served with kachumber.;₹627
Tanatan;Tawa Sabz Pulao;;Delicious and flavour packed from the street of Mumbai.;₹516
Tanatan;Sunny Side Up Appam with Chicken Sukha;4.29;A delicious combo of coastal chicken with a South Indian pancake.;₹766
Tanatan;Dilli Ki Galiyon Se;;Humara butter chicken, dal bukhara, lachha paratha.;₹766
Tanatan;The Mangalore Express;;Authentic Mangalorean chicken served with warqi paratha.;₹766
Tanatan;Nukkad E Lucknow;2.9699999999999998;Gosht ki nihari served with khamiri roti, birista and lemon wedges.;₹766
Tanatan;Methi Mutton with Butter Naan;;A Must Try.;₹802
Tanatan;Murgh Tawa Pulao;;Delicious and flavour packed from the street of Mumbai.;₹571
Tanatan;Mutton Tawa Pulao;;Delicious and flavour packed from the street of Mumbai.;₹648
Tanatan;Veg Platter;;Season broccoli, parmesan-crusted baby aloo, hare matar ki sikhampuri, turmeric, and ajwain paneer tikka.;₹1088
Tanatan;Non Veg Platter;;Peshawari Murgh Tikka+Nawabi Murgh Tikka+Galawat Kebab+Raunak E Seekh;₹1209
Tanatan;Sarson Broccoli;4.54;Broccoli marinated in smoked mustard oil finished with kasundi.;₹446
Tanatan;Bharwa Mirch Achari Paneer;;Cottage cheese stuffed with dry fruits and pickled spices.;₹487
Tanatan;Hare Matar ke Shikampuri Kebab;4.68;A flavorsome kebab made stuffed with cheese, green chilli and in house spices.;₹446
Tanatan;Kumbh Khazana;;Mushroom stuffed with a delicious combo of spinach and cheese.;₹487
Tanatan;Palak Dahi ke Seekh;;Roasted spinach kebabs with a fragrant hung curd filling.;₹487
Tanatan;Fresh Turmeric and Ajwain Paneer Tikka;4.1;For the subtle flavours.;₹487
Tanatan;Parmesan Crusted Baby Aloo;;Tandoori baby potato with a creamy Parmesan crust.;₹446
Tanatan;Quinoa Seekh Kebab;;Served with a mint and mustard mayo.;₹487
Tanatan;Mewa Aur Mawa ke Seekh;;A delectable seekh.;₹521
Tanatan;Kumbh ki Galawat;4.14;A melt in your mouth mushroom kebab.;₹487
Tanatan;Peshawari Murgh Tikka;4.34;Succulent chicken in a rich, creamy subtly spiced marinade.;₹521
Tanatan;Nawabi Murgh Tikka;4.44;Tanatan chicken tikka.;₹508
Tanatan;Faizabadi Murgh;;Another hallmark of Awadhi cuisine.;₹508
Tanatan;Zafrani Tangdi;4.64;Subtle notes of saffron combined with Indian spices.;₹521
Tanatan;Mutton Pepper Fry;4.07;A spicy Kerala delicacy.;₹521
Tanatan;Raunak E Seekh;;Succulent mutton seekh topped with a creamy cheese sauce.;₹549
Tanatan;Shami Kebab;;Mince deliciousness.;₹521
Tanatan;Majlisi Kebab;;Go down in history.;₹549
Tanatan;Galawat Kebab;4.62;Melt in the mouth.;₹549
Tanatan;Tanatan Sole Masala Fry;;;₹724
Tanatan;Tanatan Rawas Masala Fry;;;₹823
Tanatan;Tandoori Prawn;;;₹960
Tanatan;Aamchi Tanatan Prawns;;Our version of the koliwada prawns.;₹960
Tanatan;Kozhi Ghee Roast;4.4;;₹496
Tanatan;Lehsuni Palak Paneer;4.22;For the spinach lovers.;₹516
Tanatan;Mushroom Green Peas Gassi;;Authentic Mangalorean style.;₹501
Tanatan;Vegetable Stew;;Subtle and lovely.;₹446
Tanatan;Pindi Chole;;Try it with kulcha.;₹446
Tanatan;Humara Paneer Makhani;4.04;Rich and delicious.;₹529
Tanatan;Firangi Nuska;;Exotic vegetables in a subtly spiced cashew tomato gravy.;₹487
Tanatan;Paharganj Wala Paneer;;Cottage cheese flavoured with coriander and scallions.;₹529
Tanatan;Baby Corn Mushroom Tawa Masala;3.93;Flavorsome concoction of mushroom and baby corn.;₹446
Tanatan;Subz Peshawari;4.53;Veggies in a rich cashew gravy.;₹516
Tanatan;Paneer Methi Mehak;;Creamy and delicious curry with roasted fenugreek leaves.;₹529
Tanatan;Paneer Ghee Roast;4.34;Aromatic with curry leaf and spices.;₹529
Tanatan;Bhindi Do Pyaza;;A spicy Indian stir-fried okra and onion curry.;₹446
Tanatan;Aloo Jeera;;Back to basics.;₹418
Tanatan;Dal Bhukhra;4.03;;₹436
Tanatan;Dhabewali Dal;3.34;;₹389
Tanatan;Arhar ki Dal;;;₹389
Tanatan;Humara Butter Chicken;4.43;Rich and delicious.;₹571
Tanatan;Malvani Murgh;;Konkan speciality with an aromatic spiced coconut based gravy.;₹571
Tanatan;Nawabi Murgh;;Indulge in royal flavours. Complete mild in flavour.;₹571
Tanatan;Kalonji Murgh Korma;;Nigella seed flavored mildly spiced fragrant gravy.;₹571
Tanatan;Methi Mutton;;A must try;₹627
Tanatan;Gosht Koh E Awadh;;Mutton cooked in caramelized onion, cardamom and saffron sauce.;₹627
Tanatan;Khada Masala ka Bhuna Gosht;;Succulent mutton with bold flavours.;₹627
Tanatan;Gosht ki Nihari;4.04;A slow cooked mutton and bone marrow stew.;₹627
Tanatan;Laal Maas;4.57;A take on the Rajasthani speciality.;₹627
Tanatan;Macchli Methi Mehak;;Creamy and delicious curry with roasted fenugreek leaves.;₹833
Tanatan;Indian Salmon Mangalorean Curry;;Cooked in a coconut base South Indian spiced curry.;₹905
Tanatan;Prawns Mangalorean Curry;;Cooked in a coconut base South Indian spiced curry.;₹905
Tanatan;Raw Mango Prawns Curry;;Zing it up.;₹905
Tanatan;Pasanda E Khaas;;Signature Awadhi.;₹499
Tanatan;Handi Murg;2.54;A mouthwatering preparation slow cooked in an earthen vessel;₹571
Tanatan;Plain Kulcha;;;₹127
Tanatan;Tandoori Roti;4.28;A charred whole wheat flour Indian bread that is soft and can be served along with any kind of curries.;₹99
Tanatan;Khamiri Roti;4.35;;₹132
Tanatan;Bakarkhani;;;₹154
Tanatan;Ulta Tawa Ka Paratha;4.76;;₹154
Tanatan;Rumali Roti;3.8;;₹121
Tanatan;Makki ki Roti;;;₹154
Tanatan;Butter Naan;4.35;A leavened flatbread mostly cooked in a tandoor [clay oven].;₹132
Tanatan;Garlic Naan;4.44;;₹143
Tanatan;Whole Wheat Lachha Paratha;4.3;Whole wheat paratha served with chole.;₹110
Tanatan;Amritsari Kulcha;4.45;;₹154
Tanatan;Cheese Apricot Kulcha;;;₹169
Tanatan;Quinoa Rosemary Kulcha;;;₹169
Tanatan;Ghee Bhat;;Steamed ghee rice.;₹293
Tanatan;Steamed Rice;4.3;Steamed ghee rice.;₹251
Tanatan;Tanatan Dum Biryani;4.34;Mutton biryani served with raita.;₹766
Tanatan;Appam [2 Pieces];4.54;;₹133
Tanatan;Khow Suey Samosa;;Deconstructed khow suey that will blow your mind.;₹487
Tanatan;Masala Peanut;;;₹127
Tanatan;Palak Bhalla Papdi Chaat;4.43;For the chatar patar.;₹349
Tanatan;Dhaba Kachumber;;;₹167
Tanatan;Roasted Papad;;;₹89
Tanatan;Masala Papad;;;₹190
Tanatan;Veg Raita;;;₹145
Tanatan;Boondi Raita;;;₹145
Tanatan;Burani Raita;;;₹145
Tanatan;Shahi Tukda;4.65;Homemade bread triangle shallow fired in amul ghee and soaked in syrup loaded with saffron, rabri and garnish with silver leaf, pistachio and almond flakes.;₹446
Tanatan;Badami Pista Phirni;;;₹446
Tanatan;Mataka Rabri Gulab Jamun;3.4699999999999998;;₹404
Tanatan;Patiala Lassi;;;₹154
Tanatan;Bhuna Jeera Chaas;;;₹125
Cafe Roost - Restaurant & Roof Top;Paneer Handi with 2 Naan [Serves 1];4.35;Paneer Handi+2 Naan;₹250
Cafe Roost - Restaurant & Roof Top;Kadhai Paneer with 2 Tandoori Roti [Serves 1];;Kadhai Paneer+2 Tandoori Roti;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Butter Masala with 2 Butter Naan [Serves 1];4.26;Paneer Butter Masala+2 Butter Naan;₹250
Cafe Roost - Restaurant & Roof Top;Shahi Paneer with 2 Butter Naan [Serves 1];;Shahi Paneer+2 Butter Naan;₹250
Cafe Roost - Restaurant & Roof Top;Shahi Paneer with 2 Tandoori Roti [Serves 1];;Shahi Paneer with 2 Tandoori Roti.;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Butter Masala with 2 Tandoori Roti [Serves 1];;Paneer Butter Masala 2 Tandoori Roti.;₹250
Cafe Roost - Restaurant & Roof Top;Kadhai Paneer with 2 Naan [Serves 1];;Kadhai Paneer+2 Naan;₹250
Cafe Roost - Restaurant & Roof Top;Handi Paneer with 2 Naan [Serves 1];;Handi Paneer+2 Naan;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Butter Masala with and 3 Tawa Roti [Serves 1];4.78;Paneer Butter Masala+3 Tawa Roti;₹250
Cafe Roost - Restaurant & Roof Top;Handi Paneer with 3 Tawa Roti [Serves 1];3.92;Handi Paneer+3 Tawa Roti;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Lababdar with 2 Butter Naan [Serves 1];4.57;Paneer Lababdar+2 Butter Naan;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Khurchan with 2 Naan [Serves 1];;Paneer Khurchan+2 Naan;₹250
Cafe Roost - Restaurant & Roof Top;Dal Tadka with 3 Tawa Roti [Serves 1];;Dal Tadka+3 Tawa Roti;₹250
Cafe Roost - Restaurant & Roof Top;Dal Makhani with 2 Laccha Paratha [Serves 1];3.83;Dal Makhani+2 Laccha Paratha;₹250
Cafe Roost - Restaurant & Roof Top;Matar Paneer with 2 Naan [Serves 1];;Matar Paneer+2 Naan;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Butter Masala with 2 Naan [Serves 1];;Paneer Butter Masala+2 Naan;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Handi with 2 Tandoori Roti [Serves 1];;Paneer Handi with 2 Tandoori Roti.;₹250
Cafe Roost - Restaurant & Roof Top;Kadhai Paneer with 2 Laccha Paratha [Serves 1];;Kadhai Paneer with 2 Lachha Paratha.;₹250
Cafe Roost - Restaurant & Roof Top;Kadai Paneer with 3 Tawa Roti [Serves 1];;;₹250
Cafe Roost - Restaurant & Roof Top;Chole Bhature [2 Bhature];;;₹220
Cafe Roost - Restaurant & Roof Top;Chole Rice with Achar [Serves 1];;;₹220
Cafe Roost - Restaurant & Roof Top;Chilli Paneer Gravy with Veg Fried Rice [Serves 1];4.29;Chilli Paneer Gravy+Veg Fried Ric.;₹250
Cafe Roost - Restaurant & Roof Top;Chilli Paneer Gravy with Paneer Fried Rice [Serves 1];;Chilli Paneer Gravy+Paneer Fried Rice;₹260
Cafe Roost - Restaurant & Roof Top;Veg Manchurian Gravy with Garlic Fried Rice [Serves 1];3.7199999999999998;Veg Manchurian Gravy+Garlic Fried Rice;₹250
Cafe Roost - Restaurant & Roof Top;Veg Manchurian Dry [10 Pieces] with Garlic Fried Rice [Serves 1];;Veg Manchurian Dry [10 Pieces]+Garlic Fried Rice;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Manchurian Gravy with Veg Fried Rice [Serves 1];;Paneer Manchurian Gravy+Veg Fried Rice;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Manchurian Gravy with Paneer Fried Rice [Serves 1];;Paneer Manchurian Gravy+Paneer Fried Rice;₹260
Cafe Roost - Restaurant & Roof Top;Paneer Manchurian Dry [10 Pieces] with Veg Fried Rice [Serves 1];;Paneer Manchurian Dry [10 Pieces]+Veg Fried Rice;₹279
Cafe Roost - Restaurant & Roof Top;Paneer Manchurian Dry [10 Pieces] with Paneer Fried Rice [Serves 1];;Paneer Manchurian Dry [10 Pieces]+Paneer Fried Rice;₹269
Cafe Roost - Restaurant & Roof Top;Paneer Chilli Gravy with 2 Baby Butter Naan [Serves 1];;Paneer Chilli Gravy+2 Butter Naan;₹230
Cafe Roost - Restaurant & Roof Top;Paneer Chilli Dry [10 Pieces] with Veg Noodles [Serves 1];4.24;Paneer Chilly Dry [10 Pieces]+Veg Noodles;₹250
Cafe Roost - Restaurant & Roof Top;Paneer Chilli Gravy with Veg Noodles [Serves 1];;Paneer Chilli Gravy+Veg Noodles;₹250
Cafe Roost - Restaurant & Roof Top;Veg Manchurian Dry [10 Pieces] with Veg Noodles [Serves 1];;Veg Manchurian Dry [10 Pieces]+Veg Noodles;₹250
Cafe Roost - Restaurant & Roof Top;Chilli Paneer Dry [10 Pieces] with Veg Fried Rice [Serves 1];;Chilli Paneer Dry [10 Pieces]+Veg Fried Rice;₹260
Cafe Roost - Restaurant & Roof Top;Murgh Dum Lazeez [2 Pieces] with 2 Naan [Serves 1];;Murgh Dum Lazeez [2 Pieces]+2 Naan;₹250
Cafe Roost - Restaurant & Roof Top;Murgh Dum Lazeez [2 Pieces] with 2 Tandoori Roti [Serves 1];4.55;Murgh Dum Lazeez [2 Pieces]+2 Tandoori Roti;₹250
